figure_id,title,phase,paper_section,evidence_status,source_data,generator,png_path,png_sha256,png_bytes,svg_path,svg_sha256,svg_bytes,caption,claim_boundary,campaign_source_commit,reporting_source_commit,accepted_d007_candidate_commit,reporting_module_sha256,reporting_script_sha256,figure_generator_sha256
RFIG-061,D037 TSQR paired audit and resources,"Methods and Results: uncertainty, audit, and compute",d037_paired_audit_resources,development_only_negative,data/processed/reporting/post_gate5_d037_tsqr/campaign_result.json;data/processed/reporting/post_gate5_d037_tsqr/summary.csv;data/processed/reporting/post_gate5_d037_tsqr/per_seed_metrics.csv;data/processed/reporting/post_gate5_d037_tsqr/paired_comparison.csv;data/processed/reporting/post_gate5_d037_tsqr/inner_fold_audit.csv;data/processed/reporting/post_gate5_d037_tsqr/projection_audit.csv;data/processed/reporting/post_gate5_d037_tsqr/shrinkage_audit.csv;data/processed/reporting/post_gate5_d037_tsqr/technical_stop_import.json,scripts/make_post_gate5_d037_tsqr_figures.py,artifacts/research_figures/post_gate5_d037_tsqr_audit_resources.png,62ddc56583b27dbf077d98c56134b1e0cb94b9d6a033c2c7c637142576d44a9e,254749,artifacts/research_figures/post_gate5_d037_tsqr_audit_resources.svg,1c878c0320596f719ae58fe63265f79112b0e152538c698aca6da0a71d0b3201,98958,"The primary TSQR-08-L025 interval is positive, while all projection, shrinkage, and inner-fold audits are complete and group-disjoint within the recorded resource envelope.","Development-only uncertainty, integrity, and compute evidence; no NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 5 revision, Gate 6, or quantum advantage.",1d7ddfa6b1758c4c800082d9cab7f46fa9b0e2bd,1d7ddfa6b1758c4c800082d9cab7f46fa9b0e2bd,,,,8dcb70e64a4436fdce73e2d1fb08f49cf42680ea3328bd98d48c131b40ec3115
RFIG-062,D038 GFRK result comparison,Results: development-only negative,d038_gfrk_result_comparison,development_only_negative,data/processed/reporting/post_gate5_d038_gfrk/campaign_result.json;data/processed/reporting/post_gate5_d038_gfrk/summary.csv;data/processed/reporting/post_gate5_d038_gfrk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d038_gfrk/paired_comparison.csv;data/processed/reporting/post_gate5_d038_gfrk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d038_gfrk/projection_audit.csv;data/processed/reporting/post_gate5_d038_gfrk/fidelity_audit.csv,scripts/make_post_gate5_d038_gfrk_figures.py,artifacts/research_figures/post_gate5_d038_gfrk_result_comparison.png,8a2f9e599115be698a99d4bbf022c7ac69ea3e464cfd7b9dd3bbb060e6d55ed1,237931,artifacts/research_figures/post_gate5_d038_gfrk_result_comparison.svg,113bf0091d68e16b54db884dd02ef00c8cbc462676e4b6f4d06ca6f660ab3a8e,113245,Global state fidelity improved C06 on the development endpoint but did not satisfy the 5% rule or beat the matched TAP-RBF control by 5%.,"Development-only evidence; no Gate 5 revision, NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 6, or quantum advantage.",ec2be77703bf69a913f564994858c691607df192,ec2be77703bf69a913f564994858c691607df192,,,,76dd9a720c04369d6028f138684616ad5f7598d09318cc1ec75f086e4716bf7b
RFIG-063,D038 GFRK paired audit and resources,Methods and Results: fidelity audit and compute,d038_gfrk_audit_resources,development_only_negative,data/processed/reporting/post_gate5_d038_gfrk/campaign_result.json;data/processed/reporting/post_gate5_d038_gfrk/summary.csv;data/processed/reporting/post_gate5_d038_gfrk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d038_gfrk/paired_comparison.csv;data/processed/reporting/post_gate5_d038_gfrk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d038_gfrk/projection_audit.csv;data/processed/reporting/post_gate5_d038_gfrk/fidelity_audit.csv,scripts/make_post_gate5_d038_gfrk_figures.py,artifacts/research_figures/post_gate5_d038_gfrk_audit_resources.png,26abe722d6365cb3e1db365010b1979f9cfa95cfd0ba30387f0fb3aee96f8c2d,263985,artifacts/research_figures/post_gate5_d038_gfrk_audit_resources.svg,8925d93500a118b9704c7f06e700acdae24f257d4eb9a19b5d58792c1ceba8b6,106888,"The GFRK-08-L010 paired interval is below zero, while PSD, projection, and inner-fold audits are complete within the recorded resource envelope.","Development-only uncertainty, PSD, integrity, and compute evidence; no NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 5 revision, Gate 6, or quantum advantage.",ec2be77703bf69a913f564994858c691607df192,ec2be77703bf69a913f564994858c691607df192,,,,76dd9a720c04369d6028f138684616ad5f7598d09318cc1ec75f086e4716bf7b
RFIG-064,D039 EC-GFRK result comparison,Results: development-only negative,d039_ecgfrk_result_comparison,development_only_negative,data/processed/reporting/post_gate5_d039_ecgfrk/campaign_result.json;data/processed/reporting/post_gate5_d039_ecgfrk/summary.csv;data/processed/reporting/post_gate5_d039_ecgfrk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d039_ecgfrk/paired_comparison.csv;data/processed/reporting/post_gate5_d039_ecgfrk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d039_ecgfrk/projection_audit.csv;data/processed/reporting/post_gate5_d039_ecgfrk/fidelity_audit.csv,scripts/make_post_gate5_d039_ecgfrk_figures.py,artifacts/research_figures/post_gate5_d039_ecgfrk_result_comparison.png,ee171fb133e678380ab386ddc4121c735acc364cc747fe4ecb57371eac59b7d6,233628,artifacts/research_figures/post_gate5_d039_ecgfrk_result_comparison.svg,564afd008534d15c6f6472968d8f997a55191e8c0a920c59e56e2e396a6126a0,113304,Error-conditioned global fidelity improved C06 by more than 5% on the development endpoint but did not beat the matched error-conditioned TAP-RBF control by 5%.,"Development-only evidence; no Gate 5 revision, NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 6, or quantum advantage.",13a3ab079c9ad951bc17e5a2e59d01730bc26872,13a3ab079c9ad951bc17e5a2e59d01730bc26872,,,,93d0a83b0d5fd8cda1ad25dff11d40d2454e3d52f31f37462f829360d636bb58
RFIG-065,D039 EC-GFRK paired audit and resources,Methods and Results: data-access audit and compute,d039_ecgfrk_audit_resources,development_only_negative,data/processed/reporting/post_gate5_d039_ecgfrk/campaign_result.json;data/processed/reporting/post_gate5_d039_ecgfrk/summary.csv;data/processed/reporting/post_gate5_d039_ecgfrk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d039_ecgfrk/paired_comparison.csv;data/processed/reporting/post_gate5_d039_ecgfrk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d039_ecgfrk/projection_audit.csv;data/processed/reporting/post_gate5_d039_ecgfrk/fidelity_audit.csv,scripts/make_post_gate5_d039_ecgfrk_figures.py,artifacts/research_figures/post_gate5_d039_ecgfrk_audit_resources.png,bcf1429e0348beb098a2501dafe9361ee977d918da3fbb039d4c86a42442e42f,296105,artifacts/research_figures/post_gate5_d039_ecgfrk_audit_resources.svg,1840437548f8486a4d758d9d365d93b848a647453413d810039ff59ce2ca61ff,114570,"The EC-GFRK-08-L010 paired interval is below zero, while cross-fitted conditioning, PSD, projection, inner-fold, and resource audits are complete.","Development-only uncertainty, data-access, PSD, integrity, and compute evidence; no NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 5 revision, Gate 6, or quantum advantage.",13a3ab079c9ad951bc17e5a2e59d01730bc26872,13a3ab079c9ad951bc17e5a2e59d01730bc26872,,,,93d0a83b0d5fd8cda1ad25dff11d40d2454e3d52f31f37462f829360d636bb58
RFIG-066,D040 CE-GFRK result comparison,Results: development-only negative,d040_cegfrk_result_comparison,development_only_negative,data/processed/reporting/post_gate5_d040_cegfrk/campaign_result.json;data/processed/reporting/post_gate5_d040_cegfrk/summary.csv;data/processed/reporting/post_gate5_d040_cegfrk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d040_cegfrk/paired_comparison.csv;data/processed/reporting/post_gate5_d040_cegfrk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d040_cegfrk/projection_audit.csv;data/processed/reporting/post_gate5_d040_cegfrk/fidelity_audit.csv;data/processed/reporting/post_gate5_d040_cegfrk/centering_audit.csv,scripts/make_post_gate5_d040_cegfrk_figures.py,artifacts/research_figures/post_gate5_d040_cegfrk_result_comparison.png,ec2b672c0ed3f6ce929805bbf2138811628251a2c40e5d865bb772984aa93a84,227320,artifacts/research_figures/post_gate5_d040_cegfrk_result_comparison.svg,f4111773f96b22ac9902a4cd1571c5270b45f2ad0e22abdd14df2ad114669199,108697,Training-only centered fidelity improved C06 by less than the 5% threshold and did not establish a classical-control advantage.,"Development-only evidence; no Gate 5 revision, NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 6, or quantum advantage.",ee05a3d21cf07092ba2b4f717c36868617a218fc,ee05a3d21cf07092ba2b4f717c36868617a218fc,,,,cab29dfb05b1a514fd2ba0e5e2c24f34b3f63eb60802755089c91751342b87ab
RFIG-067,D040 CE-GFRK paired audit and resources,Methods and Results: centering audit and compute,d040_cegfrk_audit_resources,development_only_negative,data/processed/reporting/post_gate5_d040_cegfrk/campaign_result.json;data/processed/reporting/post_gate5_d040_cegfrk/summary.csv;data/processed/reporting/post_gate5_d040_cegfrk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d040_cegfrk/paired_comparison.csv;data/processed/reporting/post_gate5_d040_cegfrk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d040_cegfrk/projection_audit.csv;data/processed/reporting/post_gate5_d040_cegfrk/fidelity_audit.csv;data/processed/reporting/post_gate5_d040_cegfrk/centering_audit.csv,scripts/make_post_gate5_d040_cegfrk_figures.py,artifacts/research_figures/post_gate5_d040_cegfrk_audit_resources.png,41dc6c111521782381cff0e290bdfec8e63ca2adf9d786b601a66551a1611e13,245789,artifacts/research_figures/post_gate5_d040_cegfrk_audit_resources.svg,0d86b2162823d6f986292e418245187bac2509f85296dbd75614f463931fc610,105052,"The CE-GFRK-08-L010 paired interval is below zero, while training-only centering, PSD, projection, inner-fold, and resource audits are complete.","Development-only uncertainty, centering, integrity, and compute evidence; no NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 5 revision, Gate 6, or quantum advantage.",ee05a3d21cf07092ba2b4f717c36868617a218fc,ee05a3d21cf07092ba2b4f717c36868617a218fc,,,,cab29dfb05b1a514fd2ba0e5e2c24f34b3f63eb60802755089c91751342b87ab
RFIG-068,D041 HEFRK result comparison,Results: development-only negative,d041_hefrk_result_comparison,development_only_negative,data/processed/reporting/post_gate5_d041_hefrk/campaign_result.json;data/processed/reporting/post_gate5_d041_hefrk/summary.csv;data/processed/reporting/post_gate5_d041_hefrk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d041_hefrk/paired_comparison.csv;data/processed/reporting/post_gate5_d041_hefrk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d041_hefrk/projection_audit.csv;data/processed/reporting/post_gate5_d041_hefrk/channel_audit.csv,scripts/make_post_gate5_d041_hefrk_figures.py,artifacts/research_figures/post_gate5_d041_hefrk_result_comparison.png,637a6eb0852d6defeb3d07e1a94262ffeca1e70002981f1cdf14e399dcc6ecf4,225629,artifacts/research_figures/post_gate5_d041_hefrk_result_comparison.svg,aad6535cbf114c3ec410b63ff054e7e9989d0bc1a6ab4fa677c91067935eb240,107165,The q=8 HEFRK eta sweep improved C06 at eta 0.75 but stayed below the 5% threshold and did not establish a gain over the two-RBF control.,"Development-only evidence; no Gate 5 revision, NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 6, or quantum advantage.",d7c713706ffcdea373308f19ef33afee18bb2ca0,d7c713706ffcdea373308f19ef33afee18bb2ca0,,,,90c61ba0050adce6add57c518ddd16c0d2a2ad29b98921c26ad6c9448914809d
RFIG-069,D041 HEFRK paired audit and resources,Methods and Results: channel audit and compute,d041_hefrk_audit_resources,development_only_negative,data/processed/reporting/post_gate5_d041_hefrk/campaign_result.json;data/processed/reporting/post_gate5_d041_hefrk/summary.csv;data/processed/reporting/post_gate5_d041_hefrk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d041_hefrk/paired_comparison.csv;data/processed/reporting/post_gate5_d041_hefrk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d041_hefrk/projection_audit.csv;data/processed/reporting/post_gate5_d041_hefrk/channel_audit.csv,scripts/make_post_gate5_d041_hefrk_figures.py,artifacts/research_figures/post_gate5_d041_hefrk_audit_resources.png,3ce4e4f9c60fbda8240e95e98434ed31fa8a264fc860eab22f980cbc740db5e3,240581,artifacts/research_figures/post_gate5_d041_hefrk_audit_resources.svg,f6de601d0fc4ed1ed2e400925123c0486613df9c7d587ca61da4d54fa282c189,103931,"The HEFRK-08-E050 paired interval is below zero, while channel, mixture, projection, inner-fold, and resource audits are complete.","Development-only uncertainty, channel, integrity, and compute evidence; no NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 5 revision, Gate 6, or quantum advantage.",d7c713706ffcdea373308f19ef33afee18bb2ca0,d7c713706ffcdea373308f19ef33afee18bb2ca0,,,,90c61ba0050adce6add57c518ddd16c0d2a2ad29b98921c26ad6c9448914809d
RFIG-070,D042 AGEFRK result comparison,Results: development-only adaptive-gate evaluation,d042_agefrk_result_comparison,development_only_negative,data/processed/reporting/post_gate5_d042_agefrk/campaign_result.json;data/processed/reporting/post_gate5_d042_agefrk/summary.csv;data/processed/reporting/post_gate5_d042_agefrk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d042_agefrk/paired_comparison.csv;data/processed/reporting/post_gate5_d042_agefrk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d042_agefrk/projection_audit.csv;data/processed/reporting/post_gate5_d042_agefrk/channel_audit.csv;data/processed/reporting/post_gate5_d042_agefrk/gate_audit.csv,scripts/make_post_gate5_d042_agefrk_figures.py,artifacts/research_figures/post_gate5_d042_agefrk_result_comparison.png,31a6c5dc9fda3b3ba3106228d388021347632581f70fefdd4c0242a802dfe3ec,240978,artifacts/research_figures/post_gate5_d042_agefrk_result_comparison.svg,78d92a8f00b46893cea1958d5dcfa68c4da6fd34c8b8d6284e2f2029ac1600f2,109575,"AGEFRK q=4/6/8 improved C06 in the declared development campaign, but q=8 stayed below the 5% rule and did not beat the identically gated two-RBF control by 5%.","Development-only evidence; no Gate 5 revision, NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 6, or quantum advantage.",474e742818188686ff96455183690009a20e23ba,474e742818188686ff96455183690009a20e23ba,,,,ebc9cc0b93ea97ae6892fd7d2c9ae6dd6fb7144cf7acb55d2c2c964ab553f5fa
RFIG-071,D042 AGEFRK paired audit and resources,Methods and Results: adaptive gate isolation and compute,d042_agefrk_audit_resources,development_only_negative,data/processed/reporting/post_gate5_d042_agefrk/campaign_result.json;data/processed/reporting/post_gate5_d042_agefrk/summary.csv;data/processed/reporting/post_gate5_d042_agefrk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d042_agefrk/paired_comparison.csv;data/processed/reporting/post_gate5_d042_agefrk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d042_agefrk/projection_audit.csv;data/processed/reporting/post_gate5_d042_agefrk/channel_audit.csv;data/processed/reporting/post_gate5_d042_agefrk/gate_audit.csv,scripts/make_post_gate5_d042_agefrk_figures.py,artifacts/research_figures/post_gate5_d042_agefrk_audit_resources.png,7c009def01bbd75d2573690d27205326033cc2eebf33311786810ad7c0196bd5,242079,artifacts/research_figures/post_gate5_d042_agefrk_audit_resources.svg,761e7a8a184f537e9a7f877e90657b79cff8ceda6fc7d5fd330372eeff7e5f8d,109128,"The AGEFRK q=8 paired endpoint, outcome-blind eta distribution, and reference-laptop resource boundary are reported with zero construction-time validation-outcome use.","Development-only uncertainty, gate, integrity, and compute evidence; no NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 5 revision, Gate 6, or quantum advantage.",474e742818188686ff96455183690009a20e23ba,474e742818188686ff96455183690009a20e23ba,,,,ebc9cc0b93ea97ae6892fd7d2c9ae6dd6fb7144cf7acb55d2c2c964ab553f5fa
RFIG-072,D043 SFRK result comparison,Results: development-only cross-fitted stack,d043_sfrk_result_comparison,development_only_negative,data/processed/reporting/post_gate5_d043_sfrk/campaign_result.json;data/processed/reporting/post_gate5_d043_sfrk/summary.csv;data/processed/reporting/post_gate5_d043_sfrk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d043_sfrk/paired_comparison.csv;data/processed/reporting/post_gate5_d043_sfrk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d043_sfrk/stack_audit.csv;data/processed/reporting/post_gate5_d043_sfrk/channel_audit.csv,scripts/make_post_gate5_d043_sfrk_figures.py,artifacts/research_figures/post_gate5_d043_sfrk_result_comparison.png,0a179dd29a5a2a94cb7c43707985816be5ebf3b975ad0464d6d65bb47bad885a,233056,artifacts/research_figures/post_gate5_d043_sfrk_result_comparison.svg,9be65b219c8d934e2e3bb73292f41831478ae66fcc9ea062a6c1b4829d0833ec,106742,SFRK q=4/6/8 and matched two-RBF stacks are compared with C06; the primary q=8 result is judged by the frozen threshold and control rule.,"Development-only evidence; no Gate 5 revision, NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 6, or quantum advantage.",926f61d2dffd32cbfb6e3e286d408b6c1287fe67,926f61d2dffd32cbfb6e3e286d408b6c1287fe67,,,,d4acf74dcfca721757ed26a4d0dff3c8ff7b27bd2072106c5288356e7678053a
RFIG-073,D043 SFRK paired audit and resources,Methods and Results: cross-fitted weight isolation and compute,d043_sfrk_audit_resources,development_only_negative,data/processed/reporting/post_gate5_d043_sfrk/campaign_result.json;data/processed/reporting/post_gate5_d043_sfrk/summary.csv;data/processed/reporting/post_gate5_d043_sfrk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d043_sfrk/paired_comparison.csv;data/processed/reporting/post_gate5_d043_sfrk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d043_sfrk/stack_audit.csv;data/processed/reporting/post_gate5_d043_sfrk/channel_audit.csv,scripts/make_post_gate5_d043_sfrk_figures.py,artifacts/research_figures/post_gate5_d043_sfrk_audit_resources.png,edc63e9190a90a6e7ed88fdeefcd00ec6ce9d5ba258e62b6f9d76f5d647dac2b,258363,artifacts/research_figures/post_gate5_d043_sfrk_audit_resources.svg,5f331909b90127ce600191cfb40266fd15855d4f8228e179c2c4f8c65196c69f,117283,"The SFRK q=8 paired endpoint, training-only weight distributions, and reference-laptop resource boundary are reported with inner group separation audits.","Development-only uncertainty, stack, integrity, and compute evidence; no NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 5 revision, Gate 6, or quantum advantage.",926f61d2dffd32cbfb6e3e286d408b6c1287fe67,926f61d2dffd32cbfb6e3e286d408b6c1287fe67,,,,d4acf74dcfca721757ed26a4d0dff3c8ff7b27bd2072106c5288356e7678053a
RFIG-074,D044 NIFRK result comparison,Results: development-only nonlinear stack,d044_nifrk_result_comparison,development_only_negative,data/processed/reporting/post_gate5_d044_nifrk/campaign_result.json;data/processed/reporting/post_gate5_d044_nifrk/summary.csv;data/processed/reporting/post_gate5_d044_nifrk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d044_nifrk/paired_comparison.csv;data/processed/reporting/post_gate5_d044_nifrk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d044_nifrk/interaction_audit.csv;data/processed/reporting/post_gate5_d044_nifrk/channel_audit.csv,scripts/make_post_gate5_d044_nifrk_figures.py,artifacts/research_figures/post_gate5_d044_nifrk_result_comparison.png,e55463e47231bd56540c977347b227bff54fe27a28559018ad126b688300a381,226163,artifacts/research_figures/post_gate5_d044_nifrk_result_comparison.svg,3b69641945cac41abaebc778e256090d33e10383c2a414ab815c98a1259da8f4,106950,NIFRK q=4/6/8 and matched nonlinear two-RBF stacks are compared with C06 under the frozen threshold and classical-control rules.,"Development-only evidence; no Gate 5 revision, NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 6, or quantum advantage.",ed9da4505228ef0be0c2f3cb56e9141ec12f9758,ed9da4505228ef0be0c2f3cb56e9141ec12f9758,,,,4bad239ef9019d0954f07bba454ad68580dd19a79ceee7b7fd6c186e390fd23f
RFIG-075,D044 NIFRK paired audit and resources,Methods and Results: nonlinear interaction and compute,d044_nifrk_audit_resources,development_only_negative,data/processed/reporting/post_gate5_d044_nifrk/campaign_result.json;data/processed/reporting/post_gate5_d044_nifrk/summary.csv;data/processed/reporting/post_gate5_d044_nifrk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d044_nifrk/paired_comparison.csv;data/processed/reporting/post_gate5_d044_nifrk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d044_nifrk/interaction_audit.csv;data/processed/reporting/post_gate5_d044_nifrk/channel_audit.csv,scripts/make_post_gate5_d044_nifrk_figures.py,artifacts/research_figures/post_gate5_d044_nifrk_audit_resources.png,bbdd3bc145d58d091c618c9f5d661fb530aab1e994c9818d7a321aa57b9f3db6,242962,artifacts/research_figures/post_gate5_d044_nifrk_audit_resources.svg,b97c365c3a7c6f946fcec4d3f64684ce0144f3be0993d73667946956778efb38,108612,"The NIFRK q=8 paired endpoint, training-only interaction norms, and reference-laptop resource boundary are reported with group separation audits.","Development-only uncertainty, interaction, integrity, and compute evidence; no NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 5 revision, Gate 6, or quantum advantage.",ed9da4505228ef0be0c2f3cb56e9141ec12f9758,ed9da4505228ef0be0c2f3cb56e9141ec12f9758,,,,4bad239ef9019d0954f07bba454ad68580dd19a79ceee7b7fd6c186e390fd23f
RFIG-076,D045 MSFRK result comparison,Results: development-only multi-scale stack,d045_msfrk_result_comparison,development_only_negative,data/processed/reporting/post_gate5_d045_msfrk/campaign_result.json;data/processed/reporting/post_gate5_d045_msfrk/summary.csv;data/processed/reporting/post_gate5_d045_msfrk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d045_msfrk/paired_comparison.csv;data/processed/reporting/post_gate5_d045_msfrk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d045_msfrk/multiscale_audit.csv;data/processed/reporting/post_gate5_d045_msfrk/channel_audit.csv,scripts/make_post_gate5_d045_msfrk_figures.py,artifacts/research_figures/post_gate5_d045_msfrk_result_comparison.png,d605c9b5d7a2ede8e0093a3927ced6282676c12e45aa0805ca9068a4ccaab5d1,199148,artifacts/research_figures/post_gate5_d045_msfrk_result_comparison.svg,d5ada39a5f7e3da60b27a40d50dd134d13f5355fd1aef26524ecad77f9e3c422,89707,MSFRK-ALL and its matched six-channel two-RBF control are compared with C06 under the frozen threshold and classical-control rules.,"Development-only evidence; no Gate 5 revision, NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 6, or quantum advantage.",46e67dc980ac9b1c6f6429cb913506a63df9f05c,46e67dc980ac9b1c6f6429cb913506a63df9f05c,,,,9ff2512b9f27e2600961461f75ce4ac2d085d218c40548c7a4874770bf5f9ba4
RFIG-077,D045 MSFRK paired audit and resources,Methods and Results: q-scale stack and compute,d045_msfrk_audit_resources,development_only_negative,data/processed/reporting/post_gate5_d045_msfrk/campaign_result.json;data/processed/reporting/post_gate5_d045_msfrk/summary.csv;data/processed/reporting/post_gate5_d045_msfrk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d045_msfrk/paired_comparison.csv;data/processed/reporting/post_gate5_d045_msfrk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d045_msfrk/multiscale_audit.csv;data/processed/reporting/post_gate5_d045_msfrk/channel_audit.csv,scripts/make_post_gate5_d045_msfrk_figures.py,artifacts/research_figures/post_gate5_d045_msfrk_audit_resources.png,0681953360c6a5a1887d8d31414c6ee0a53df37cbc0e4c6bfad63a91b3f877a4,239821,artifacts/research_figures/post_gate5_d045_msfrk_audit_resources.svg,386984b9ebd9e678f329bd0db1fe1d671a9d8f1547be4d4f56453c45f0916b49,108559,"The MSFRK paired endpoint, multi-scale coefficient audit, and reference-laptop resource boundary are reported with inner group separation checks.","Development-only uncertainty, multi-scale, integrity, and compute evidence; no NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 5 revision, Gate 6, or quantum advantage.",46e67dc980ac9b1c6f6429cb913506a63df9f05c,46e67dc980ac9b1c6f6429cb913506a63df9f05c,,,,9ff2512b9f27e2600961461f75ce4ac2d085d218c40548c7a4874770bf5f9ba4
RFIG-078,D046 ORFRK result comparison,Results: development-only orthogonalized residual test,d046_orfrk_result_comparison,development_only_negative,data/processed/reporting/post_gate5_d046_orfrk/campaign_result.json;data/processed/reporting/post_gate5_d046_orfrk/summary.csv;data/processed/reporting/post_gate5_d046_orfrk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d046_orfrk/paired_comparison.csv;data/processed/reporting/post_gate5_d046_orfrk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d046_orfrk/orthogonal_audit.csv;data/processed/reporting/post_gate5_d046_orfrk/channel_audit.csv,scripts/make_post_gate5_d046_orfrk_figures.py,artifacts/research_figures/post_gate5_d046_orfrk_result_comparison.png,7e1478274e2ccccbad5a461deb25d742da4adf49ddf157264d25e3106d257256,201082,artifacts/research_figures/post_gate5_d046_orfrk_result_comparison.svg,f884018d1504082077f8875720768884f78382aa1a69c8c08dad614a3d8c0f05,93132,ORFRK q=8 and its matched second-stage RBF control are compared with C06 after a shared RBF-0.25 correction.,"Development-only evidence; no Gate 5 revision, NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 6, or quantum advantage.",beefd72d83386f4b2d7232516a16186ac000ea46,beefd72d83386f4b2d7232516a16186ac000ea46,,,,d5582d2af66cbfde63e51ab0d4a9a3ea627ed94ef58e0fddaac543a3e6327754
RFIG-079,D046 ORFRK paired audit and resources,Methods and Results: orthogonalized residual and compute,d046_orfrk_audit_resources,development_only_negative,data/processed/reporting/post_gate5_d046_orfrk/campaign_result.json;data/processed/reporting/post_gate5_d046_orfrk/summary.csv;data/processed/reporting/post_gate5_d046_orfrk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d046_orfrk/paired_comparison.csv;data/processed/reporting/post_gate5_d046_orfrk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d046_orfrk/orthogonal_audit.csv;data/processed/reporting/post_gate5_d046_orfrk/channel_audit.csv,scripts/make_post_gate5_d046_orfrk_figures.py,artifacts/research_figures/post_gate5_d046_orfrk_audit_resources.png,d83aee23fb703a6e06b8b97b4a615c5e0472ca7ed205360b89928ee5fef2fecc,241528,artifacts/research_figures/post_gate5_d046_orfrk_audit_resources.svg,7a4b1d2b050f6a028acd7efa6809c6b44df4cbd87edc75842366a8adf2398937,108538,"The ORFRK paired endpoint, training-only orthogonalized target audit, and reference-laptop resource boundary are reported.","Development-only uncertainty, orthogonalization, integrity, and compute evidence; no Gate 5 revision, NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 6, or quantum advantage.",beefd72d83386f4b2d7232516a16186ac000ea46,beefd72d83386f4b2d7232516a16186ac000ea46,,,,d5582d2af66cbfde63e51ab0d4a9a3ea627ed94ef58e0fddaac543a3e6327754
